STRUCTURE_NUMBER_008,LOCATION_009,COORDINATES,lat,lon,ADT_029,DETOUR_KILOS_019,DETOUR_MILES,HISTORY_037,S_symbolic,E_economic,D_detour,ED,CF,Risk_Level,Street_View_URL,Risk_Explanation
230250AA0258001,'0.15 MI SE OF CR 257',"(31.648097, -98.866708)",31.648097222222223,-98.86670833333332,32,18,11.184678,3,4,1,4,4,8,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.648097,-98.866708",
230420AA0220001,'2.05 MI SW OF FM 1026',"(31.690767, -99.511981)",31.69076666666667,-99.51198055555555,50,18,11.184678,3,4,1,4,4,8,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.690767,-99.511981",
230420AA0294003,'1.45 MI SW OF US 283',"(31.4893, -99.398478)",31.4893,-99.3984777777778,50,24,14.912904,3,4,1,4,4,8,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.489300,-99.398478",
231600086902015.00,'3.45 MI SW OF COLEMAN C/L',"(31.459881, -99.598244)",31.459880555555557,-99.59824444444445,52,27,16.777017,3,4,1,4,4,8,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.459881,-99.598244",
231600086902016.00,'6.80 MI S  OF COLEMAN C/L',"(31.411261, -99.599044)",31.41126111111111,-99.59904444444444,83,27,16.777017,3,4,1,4,4,8,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.411261,-99.599044",
231600086902017.00,'7.45 MI S  OF COLEMAN C/L',"(31.402189, -99.599197)",31.402188888888887,-99.59919722222222,83,27,16.777017,3,4,1,4,4,8,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.402189,-99.599197",
231600086902018.00,'7.70 MI S  OF COLEMAN C/L',"(31.398547, -99.599242)",31.398547222222223,-99.59924166666666,83,27,16.777017,3,4,1,4,4,8,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.398547,-99.599242",
231600086902026.00,'0.30 MI S  OF COLEMAN C/L',"(31.487206, -99.573711)",31.487205555555555,-99.57371111111112,76,27,16.777017,3,4,1,4,4,8,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.487206,-99.573711",
231600086902029.00,'0.75 MI S  OF FM 765',"(31.381686, -99.59945)",31.38168611111111,-99.59945,75,29,18.019759,3,4,1,4,4,8,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.381686,-99.599450",
232150AA0287001,'8.15 MI W  OF US 183',"(32.84215, -99.092406)",32.842150000000004,-99.09240555555554,50,21,13.048791,3,4,1,4,4,8,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.842150,-99.092406",
250380231502001.00,'0.489MI E JCT US83',"(34.540008, -100.195503)",34.54000833333333,-100.19550277777778,28,21,13.048791,3,4,1,4,4,8,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.540008,-100.195503",
251350AA0103001,'4.35 MI S  OF SH 222',"(33.458586, -100.042036)",33.45858611111112,-100.04203611111112,10,32,19.883872,3,4,1,4,4,8,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.458586,-100.042036",
71340014201035.00,'0.6 MI W OF FM 2169',"(30.426167, -99.679611)",30.426166666666667,-99.67961111111111,10,3,1.864113,1,6,1,2,2,8,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.426167,-99.679611",
091100F00040001,'0.3 MI N OF FM 933',"(32.147422, -97.396847)",32.147422222222225,-97.39684722222223,71,3,1.864113,1,6,1,2,2,8,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.147422,-97.396847",
10600013603028.00,'1.60 MI SE of FM 64',"(33.362592, -95.722389)",33.36259166666667,-95.72238888888889,5168,8,4.970968,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.362592,-95.722389",
10600013603131.00,'3.44 MI NE of SH 50',"(33.300992, -95.847772)",33.30099166666666,-95.84777222222222,6354,10,6.21371,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.300992,-95.847772",
10600013603132.00,'0.20 M. NE of Hunt Co. Ln',"(33.301239, -95.847917)",33.30123888888889,-95.84791666666666,5695,8,4.970968,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.301239,-95.847917",
10600013603133.00,'3.8 Mi. NE of Hunt Co. Ln',"(33.32005, -95.803642)",33.32005,-95.80364166666666,5190,8,4.970968,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.320050,-95.803642",
10600013603134.00,'3.9 Mi. NE of Hunt Co. Ln',"(33.320683, -95.802175)",33.320683333333335,-95.802175,5190,8,4.970968,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.320683,-95.802175",
10600013603135.00,'4.0 Mi. NE of Hunt Co. Ln',"(33.321067, -95.801292)",33.32106666666667,-95.80129166666666,5190,14,8.699194,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.321067,-95.801292",
10600013603136.00,'3.2 Mi. SW of FM 64',"(33.347969, -95.746161)",33.347969444444445,-95.7461611111111,5168,14,8.699194,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.347969,-95.746161",
10600013603137.00,'1.6 Mi. SE of FM 64',"(33.362769, -95.722644)",33.362769444444446,-95.72264444444444,5168,14,8.699194,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.362769,-95.722644",
10600013603138.00,'1.7 MI NE of FM 904',"(33.302117, -95.845519)",33.30211666666666,-95.84551944444443,5000,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.302117,-95.845519",
10600013603139.00,'3.0 MI NE of FM 904',"(33.326739, -95.788417)",33.32673888888889,-95.78841666666666,5000,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.326739,-95.788417",
10750004520177.00,'AT INT OF US 82 & FM 100',"(33.597297, -95.911597)",33.597297222222224,-95.91159722222224,5228,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.597297,-95.911597",
10750004520180.00,'1.6 MI W OF SH 121',"(33.604039, -96.219589)",33.60403888888889,-96.2195888888889,6243,14,8.699194,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.604039,-96.219589",
10750004520181.00,'0.1 MI W OF SH 121',"(33.605147, -96.192922)",33.60514722222222,-96.19292222222222,7032,14,8.699194,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.605147,-96.192922",
10750004520191.00,'INT US 82 AND SH 78',"(33.604239, -96.174583)",33.604238888888894,-96.17458333333336,5523,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.604239,-96.174583",
10750004520219.00,'1.0 MI W OF SH 78',"(33.605111, -96.191975)",33.605111111111114,-96.191975,7032,14,8.699194,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.605111,-96.191975",
10750004520229.00,'0.6 MI W OF FM 1752',"(33.614903, -96.367581)",33.61490277777778,-96.36758055555556,6243,13,8.077823,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.614903,-96.367581",
10750004520262.00,'1 MI W of SH 78',"(33.604969, -96.191989)",33.60496944444444,-96.19198888888889,10800,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.604969,-96.191989",
10750004520263.00,'1.0 MI E of SH 121',"(33.604522, -96.174558)",33.60452222222222,-96.17455833333334,10800,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.604522,-96.174558",
10750004521159.00,'1.6 MI E OF SH 78',"(33.603042, -96.145961)",33.60304166666667,-96.14596111111112,8684,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.603042,-96.145961",
10750004521160.00,'2.0 MI E OF SH 78',"(33.602792, -96.14)",33.60279166666667,-96.14,8684,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.602792,-96.140000",
10750004521161.00,'2.6 MI E OF SH 78',"(33.603239, -96.130861)",33.60323888888889,-96.1308611111111,9542,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.603239,-96.130861",
10750004521162.00,'7.8 MI E OF SH 78',"(33.606758, -96.040103)",33.60675833333333,-96.04010277777778,8939,11,6.835081,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.606758,-96.040103",
10750004521163.00,'4.4 MI E OF SH 78',"(33.606433, -96.099356)",33.606433333333335,-96.09935555555556,9542,10,6.21371,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.606433,-96.099356",
10750004521164.00,'5.1 MI E OF SH 78',"(33.60595, -96.087797)",33.60595,-96.08779722222222,9542,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.605950,-96.087797",
10750004521165.00,'8.4 MI E OF SH 78',"(33.609086, -96.030047)",33.60908611111111,-96.03004722222222,8939,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.609086,-96.030047",
10750004521166.00,'8.5 MI E OF SH 78',"(33.609356, -96.028839)",33.60935555555556,-96.02883888888888,8939,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.609356,-96.028839",
10750004521172.00,'1.6 MI E OF FM 1743',"(33.605611, -95.982889)",33.60561111111111,-95.9828888888889,6652,6,3.728226,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.605611,-95.982889",
10750004521173.00,'2.0 MI E OF FM 1743',"(33.605386, -95.976836)",33.60538611111112,-95.97683611111113,8877,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.605386,-95.976836",
10750004521174.00,'0.8 MI W OF FM 100',"(33.598706, -95.925353)",33.59870555555556,-95.9253527777778,8265,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.598706,-95.925353",
10750004521175.00,'0.4 MI W OF FM 100',"(33.598069, -95.917883)",33.59806944444445,-95.91788333333334,8265,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.598069,-95.917883",
10750004521265.00,'1.6 MI E of SH 78',"(33.603319, -96.145956)",33.603319444444445,-96.14595555555556,8684,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.603319,-96.145956",
10750004521266.00,'2 MI E of SH 78',"(33.603069, -96.139958)",33.60306944444444,-96.13995833333334,8684,8,4.970968,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.603069,-96.139958",
10750004521267.00,'2.5 MI E of SH 78',"(33.603497, -96.131008)",33.603497222222224,-96.13100833333333,9542,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.603497,-96.131008",
10750004521268.00,'1.0 MI E of CR 897',"(33.606908, -96.040083)",33.60690833333334,-96.04008333333331,8939,3,1.864113,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.606908,-96.040083",
10750213902035.00,'6.2 MI NE OF US 69',"(33.485306, -96.258764)",33.48530555555556,-96.2587638888889,6740,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.485306,-96.258764",
10810061002192.00,'INT OF SH 37 AND IH 30',"(33.162128, -95.234764)",33.162127777777776,-95.23476388888888,6800,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.162128,-95.234764",
10920004503186.00,'0.9 MI W OF US 75',"(33.631836, -96.629775)",33.63183611111111,-96.629775,11550,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.631836,-96.629775",
10920004503193.00,'0.1 MI W OF US 75',"(33.635019, -96.617003)",33.635019444444445,-96.61700277777776,9130,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.635019,-96.617003",
10920004503247.00,'1.8 MI. W OF US 75',"(33.627869, -96.645103)",33.62786944444444,-96.64510277777778,10250,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.627869,-96.645103",
10920004519189.00,'3.7 MI W OF US 69',"(33.650008, -96.481344)",33.65000833333333,-96.48134444444445,6813,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.650008,-96.481344",
10920004519190.00,'3.5 MI W OF US 69',"(33.649742, -96.477847)",33.649741666666664,-96.47784722222222,6813,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.649742,-96.477847",
10920004519192.00,'0.8 MI W OF US 69',"(33.636478, -96.435358)",33.63647777777778,-96.43535833333334,6813,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.636478,-96.435358",
10920004519251.00,'3.70 MI W OF US 69',"(33.650264, -96.481108)",33.65026388888889,-96.48110833333334,6979,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.650264,-96.481108",
10920004519252.00,'3.50 MI W OF US 69',"(33.650017, -96.477861)",33.650016666666666,-96.47786111111112,6979,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.650017,-96.477861",
10920004519253.00,'0.80 MI W OF US 69',"(33.636756, -96.435289)",33.63675555555555,-96.43528888888888,6979,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.636756,-96.435289",
10920004701052.00,'1.4 MI S  OF RED RIVER',"(33.801342, -96.538092)",33.801341666666666,-96.53809166666666,16394,8,4.970968,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.801342,-96.538092",
10920004701353.00,'0.8 MI S  OF RED RIVER',"(33.810056, -96.534594)",33.81005555555555,-96.53459444444444,19396,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.810056,-96.534594",
10920004701354.00,'0.8 MI S  OF RED RIVER',"(33.810031, -96.534956)",33.81003055555555,-96.53495555555556,23878,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.810031,-96.534956",
10920004701383.00,'1.4 MI S  OF RED RIVER',"(33.802358, -96.537397)",33.80235833333333,-96.53739722222222,10880,8,4.970968,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.802358,-96.537397",
10920004701398.00,'TEXAS OKLAHOMA BORDER',"(33.823678, -96.532328)",33.82367777777778,-96.53232777777778,17813,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.823678,-96.532328",
10920004701399.00,'TEXAS OKLAHOMA BORDER',"(33.823639, -96.532131)",33.823638888888894,-96.53213055555555,17813,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.823639,-96.532131",
10920004702032.00,'0.02 MI S OF SH 91',"(33.650403, -96.611653)",33.65040277777778,-96.61165277777778,13766,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.650403,-96.611653",
10920004702257.00,'0.2 MI S  OF SP 503',"(33.71785, -96.560822)",33.71785,-96.5608222222222,5315,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.717850,-96.560822",
10920004702626.00,'0.8 MI N OF SP 503',"(33.750306, -96.537178)",33.75030555555556,-96.53717777777776,6728,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.750306,-96.537178",
10920004702627.00,'0.8 MI N OF SP 503',"(33.750236, -96.537075)",33.750236111111114,-96.537075,6643,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.750236,-96.537075",
10920004702684.00,'0.4 MI S OF SH 56 EB',"(33.628569, -96.613467)",33.628569444444445,-96.61346666666668,22416,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.628569,-96.613467",
10920004702685.00,'0.4 MI S OF SH 56 EB',"(33.628525, -96.613708)",33.628525,-96.61370833333332,22416,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.628525,-96.613708",
10920004702692.00,'2.3 MI S OF US 82',"(33.637981, -96.616269)",33.63798055555556,-96.61626944444444,7050,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.637981,-96.616269",
10920004702693.00,'2.2 MI S OF US 82',"(33.640039, -96.616125)",33.64003888888889,-96.616125,8450,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.640039,-96.616125",
10920004703426.00,'2.9 MI S OF US 82',"(33.595378, -96.605156)",33.59537777777778,-96.60515555555556,10941,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.595378,-96.605156",
10920004718228.00,'1.1 MI S  OF US 82',"(33.65555, -96.612261)",33.65555,-96.61226111111112,8996,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.655550,-96.612261",
10920004718232.00,'1.4 MI S  OF US 82',"(33.650661, -96.610339)",33.65066111111111,-96.61033888888888,8981,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.650661,-96.610339",
10920004718235.00,'0.65 MI S OF US 82',"(33.662236, -96.611564)",33.662236111111106,-96.61156388888888,6113,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.662236,-96.611564",
10920004718236.00,'0.90 MI W OF SH 91',"(33.670594, -96.610292)",33.67059444444444,-96.61029166666664,23793,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.670594,-96.610292",
10920004718237.00,'0.90 MI W OF SH 91',"(33.670525, -96.609964)",33.670525,-96.60996388888888,23793,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.670525,-96.609964",
10920004718241.00,'0.60 MI N OF FM 691',"(33.71715, -96.588153)",33.717150000000004,-96.58815277777778,6539,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.717150,-96.588153",
10920004718266.00,'JCT US 75 AND FM 120',"(33.762294, -96.585303)",33.76229444444444,-96.58530277777776,18090,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.762294,-96.585303",
10920004718272.00,'JCT US 75 & FM 84',"(33.778603, -96.584133)",33.77860277777778,-96.58413333333333,5508,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.778603,-96.584133",
10920004718273.00,'0.3 MI S  OF FM 84',"(33.771597, -96.585178)",33.77159722222222,-96.58517777777776,22207,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.771597,-96.585178",
10920004718274.00,'0.3 MI S  OF FM 84',"(33.771342, -96.584742)",33.771341666666665,-96.58474166666666,22207,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.771342,-96.584742",
10920004719251.00,'0.7 MI E  OF US 75',"(33.720672, -96.572997)",33.72067222222223,-96.5729972222222,11904,5,3.106855,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.720672,-96.572997",
10920004719252.00,'1.5 MI E OF US 75',"(33.720533, -96.565375)",33.720533333333336,-96.565375,6857,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.720533,-96.565375",
10920004719253.00,'1.5 MI E OF US 75',"(33.720258, -96.565803)",33.720258333333334,-96.56580277777778,5047,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.720258,-96.565803",
10920004719254.00,'1.60 MI E OF US 75',"(33.7204, -96.565581)",33.720400000000005,-96.56558055555556,11904,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.720400,-96.565581",
10920004719258.00,'0.2 MI W  OF SH 91',"(33.722531, -96.562922)",33.72253055555556,-96.5629222222222,11904,3,1.864113,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.722531,-96.562922",
10920008107161.00,'1.6 MI S  OF FM 121',"(33.446589, -96.923806)",33.44658888888888,-96.92380555555556,11426,8,4.970968,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.446589,-96.923806",
10920008107163.00,'2.2 MI N OF FM 922',"(33.512211, -96.907414)",33.512211111111114,-96.9074138888889,8694,3,1.864113,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.512211,-96.907414",
10920008110202.00,'7.6 MI N OF US 82',"(33.77805, -96.888217)",33.77805,-96.88821666666668,5196,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.778050,-96.888217",
10920008110203.00,'5.6 MI N OF US 82',"(33.751897, -96.901139)",33.75189722222222,-96.9011388888889,5676,6,3.728226,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.751897,-96.901139",
10920008110204.00,'8.5 MI N OF US 82',"(33.790408, -96.879278)",33.79040833333333,-96.87927777777776,5196,5,3.106855,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.790408,-96.879278",
10920072801007.00,'0.5 MI E  OF FM 996',"(33.762742, -96.659908)",33.76274166666666,-96.65990833333332,6727,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.762742,-96.659908",
10920072901186.00,'2.3 MI W OF US75',"(33.422536, -96.6317)",33.42253611111111,-96.6317,7246,5,3.106855,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.422536,-96.631700",
10920072901187.00,'1.3 MI W OF US 75',"(33.421781, -96.613486)",33.42178055555555,-96.6134861111111,7246,5,3.106855,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.421781,-96.613486",
10920219201006.00,'3.7 MI S  OF SH 56',"(33.5942, -96.560486)",33.5942,-96.5604861111111,5101,6,3.728226,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.594200,-96.560486",
10920219201007.00,'3.9 MI S  OF SH 56',"(33.591867, -96.558425)",33.59186666666667,-96.558425,5101,6,3.728226,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.591867,-96.558425",
10920245501428.00,'2.3 MI S OF US82',"(33.637847, -96.642503)",33.63784722222222,-96.64250277777778,6355,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.637847,-96.642503",
10920245501429.00,'2.3 MI S OF US 82',"(33.637919, -96.642469)",33.63791944444444,-96.64246944444444,6355,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.637919,-96.642469",
010920C01280001,'0.3 MI. E. OF SH 91',"(33.656064, -96.599289)",33.65606388888889,-96.59928888888888,11440,3,1.864113,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.656064,-96.599289",
11130000909491.00,'1.0 MI E OF FM 275',"(33.130297, -95.813581)",33.130297222222225,-95.81358055555556,5150,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.130297,-95.813581",
11130001002158.00,'0.7 MI NE OF SH 11',"(33.120211, -95.585208)",33.12021111111111,-95.58520833333333,19139,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.120211,-95.585208",
11130001002159.00,'0.7 MI NE OF SH 11',"(33.120531, -95.58515)",33.120530555555554,-95.58515,20485,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.120531,-95.585150",
11130001002259.00,'5.60 Mi E of SH 19',"(33.146019, -95.552389)",33.14601944444444,-95.55238888888888,19874,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.146019,-95.552389",
11130001002260.00,'5.70 MIE OF SH 19',"(33.146197, -95.5509)",33.14619722222222,-95.5509,19874,2,1.242742,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.146197,-95.550900",
11130008303148.00,'2.1 miles East of SH 19',"(33.107914, -95.602889)",33.10791388888889,-95.60288888888888,7720,8,4.970968,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.107914,-95.602889",
11130008303149.00,'2.3 miles East of SH 19',"(33.108594, -95.600019)",33.10859444444445,-95.60001944444444,7720,0,0.0,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.108594,-95.600019",
11130040101013.00,'0.80 MI S OF IH 30',"(33.104883, -95.597111)",33.10488333333333,-95.5971111111111,9366,8,4.970968,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.104883,-95.597111",
11130073505115.00,'5.60 MI SE OF IH 30',"(33.083792, -95.518583)",33.08379166666667,-95.51858333333334,5100,3,1.864113,5,1,3,2,6,7,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.083792,-95.518583",
