STRUCTURE_NUMBER_008,LOCATION_009,_lat,_lon,YEAR_BUILT_027,N_i,p_tornado,V_age,V_des,Risk_tornado,Risk_Rank,"coordinates (lat, lon)",Risk_Level,Street_View_URL,Risk_Explanation
180610071801352.00,'2.50 MI SW OF IH 35',33.29209167,-97.21376389,2011,0,0.0,1.0,1.0,0.0,10599,"33.2920916666666, -97.2137638888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.292092,-97.213764",
180610071801351.00,'1.20 MI SW OF IH 35',33.30467778,-97.19624722,2011,0,0.0,1.0,0.666666667,0.0,10599,"33.3046777777777, -97.1962472222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.304678,-97.196247",
180610071801350.00,'3.15 MI N INTERMODAL PKWY',33.01908611,-97.31392778,2010,0,0.0,1.0,1.0,0.0,10599,"33.0190861111111, -97.3139277777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.019086,-97.313928",
180610131001014.00,'2.85 MI E OF US 377',33.10456667,-97.14174722,2001,0,0.0,1.0,1.0,0.0,10599,"33.1045666666666, -97.1417472222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.104567,-97.141747",
180610131001013.00,'1.40 MI E OF US 377',33.10125833,-97.16555556,2001,0,0.0,1.0,1.0,0.0,10599,"33.1012583333333, -97.1655555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.101258,-97.165556",
180610131001012.00,'0.28 MI E OF IH 35W',33.10042222,-97.21933056,2000,0,0.0,1.0,1.0,0.0,10599,"33.1004222222222, -97.2193305555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.100422,-97.219331",
180610131001010.00,'1.8 MI W OF IH 35W',33.10125,-97.25596389,1994,0,0.0,1.0,1.0,0.0,10599,"33.10125, -97.2559638888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.101250,-97.255964",
180610105901010.00,'2.45 MI NW OF FM 156',33.27796667,-97.27450278,2007,0,0.0,1.0,0.666666667,0.0,10599,"33.2779666666666, -97.2745027777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.277967,-97.274503",
180610105901009.00,'0.60 MI NW OF FM 156',33.26509167,-97.24695278,1959,0,0.0,1.885714286,1.0,0.0,10599,"33.2650916666666, -97.2469527777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.265092,-97.246953",
180610105901008.00,'2.85 MI S OF FM 455',33.31530833,-97.34140556,1957,0,0.0,1.942857143,0.666666667,0.0,10599,"33.3153083333333, -97.3414055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.315308,-97.341406",
180610071801354.00,'1 Mi N of US 380',33.248725,-97.24330278,2015,0,0.0,1.0,0.666666667,0.0,10599,"33.248725, -97.2433027777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.248725,-97.243303",
180610019602375.00,'IH 35E/SH121 INTERCHANGE',33.00002222,-96.95641944,2006,0,0.0,1.0,0.666666667,0.0,10599,"33.0000222222222, -96.9564194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.000022,-96.956419",
180610019602373.00,'IH35E SH121 INTERCHANGE',32.99515,-96.96479722,2006,0,0.0,1.0,0.666666667,0.0,10599,"32.99515, -96.9647972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.995150,-96.964797",
180610019602372.00,'IH35E/SH121 INTERCHANGE',32.99534167,-96.96501667,2006,0,0.0,1.0,0.666666667,0.0,10599,"32.9953416666666, -96.9650166666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.995342,-96.965017",
180610019602320.00,'2.25 MI NW OF DALLAS C/L',33.00688889,-96.9722,1989,0,0.0,1.028571429,0.666666667,0.0,10599,"33.0068888888888, -96.9722",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.006889,-96.972200",
180610019602312.00,'0.30 MI SE OF SH 121',32.99555833,-96.95284444,2006,0,0.0,1.0,0.666666667,0.0,10599,"32.9955583333333, -96.9528444444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.995558,-96.952844",
180610019602311.00,'0.30 MI SE OF SH 121',32.99578056,-96.95112222,2006,0,0.0,1.0,0.666666667,0.0,10599,"32.9957805555555, -96.9511222222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.995781,-96.951122",
180610019602310.00,'0.3 MI SE OF SH 121',32.99702222,-96.95350556,2006,0,0.0,1.0,0.666666667,0.0,10599,"32.9970222222222, -96.9535055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.997022,-96.953506",
180610019602308.00,'1.10 MI NW OF DALLAS C/L',33.00202778,-96.96215556,2006,0,0.0,1.0,0.666666667,0.0,10599,"33.0020277777777, -96.9621555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.002028,-96.962156",
180610019602307.00,'0.30 MI SE OF SH 121',32.99563611,-96.95191667,2006,0,0.0,1.0,0.666666667,0.0,10599,"32.9956361111111, -96.9519166666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.995636,-96.951917",
180610019602306.00,'0.30 MI SE OF SH 121',32.99574167,-96.95183056,2006,0,0.0,1.0,0.666666667,0.0,10599,"32.9957416666666, -96.9518305555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.995742,-96.951831",
180610019602304.00,'0.30 MI NW OF DALLAS C/L',32.99070278,-96.94390278,1995,0,0.0,1.0,0.666666667,0.0,10599,"32.9907027777777, -96.9439027777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.990703,-96.943903",
180610036403004.00,'1.35 MI NE OF IH 35E',33.04398889,-96.97657222,1948,0,0.0,2.2,1.0,0.0,10599,"33.0439888888888, -96.9765722222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.043989,-96.976572",
180610019602511.00,'IH35 / SH121 INTERCHANGE',32.99939167,-96.961075,2019,0,0.0,1.0,0.666666667,0.0,10599,"32.9993916666666, -96.961075",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.999392,-96.961075",
180610019602510.00,'IH 35/SH 121 Interchange',32.99984722,-96.95846944,2019,0,0.0,1.0,0.666666667,0.0,10599,"32.9998472222222, -96.9584694444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.999847,-96.958469",
180610019602509.00,'IH 35/SH 121 Interchange',32.99959444,-96.96055,2019,0,0.0,1.0,0.666666667,0.0,10599,"32.9995944444444, -96.96055",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.999594,-96.960550",
180610019602493.00,'0.8 MI. SE. OF SH 121',32.99404722,-96.94799722,2017,0,0.0,1.0,0.666666667,0.0,10599,"32.9940472222222, -96.9479972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.994047,-96.947997",
180610019602492.00,'0.8 MI. SE. OF SH 121',32.99362778,-96.94872222,2017,0,0.0,1.0,0.666666667,0.0,10599,"32.9936277777777, -96.9487222222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.993628,-96.948722",
180610019602491.00,'0.8 MI. SE. OF SH 121',32.99403611,-96.94832222,2017,0,0.0,1.0,0.666666667,0.0,10599,"32.9940361111111, -96.9483222222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.994036,-96.948322",
180610019602490.00,'1.1 MI. SE. OF SH 121',32.99095,-96.943625,2017,0,0.0,1.0,0.666666667,0.0,10599,"32.99095, -96.943625",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.990950,-96.943625",
180610019602481.00,'4.6 MI N OF SH 121',33.08847222,-97.02837222,2019,0,0.0,1.0,0.666666667,0.0,10599,"33.0884722222222, -97.0283722222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.088472,-97.028372",
180610019602480.00,'4.7 MI N Of SH 121',33.09505556,-97.02922222,2019,0,0.0,1.0,0.666666667,0.0,10599,"33.0950555555555, -97.0292222222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.095056,-97.029222",
180610019602479.00,'4.25 Mi NW dof SH 121 BUS',33.08439722,-97.02645833,2015,0,0.0,1.0,1.0,0.0,10599,"33.0843972222222, -97.0264583333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.084397,-97.026458",
180610019602478.00,'4.5 MI N of SH 121',33.08846944,-97.02817222,2018,0,0.0,1.0,0.666666667,0.0,10599,"33.0884694444444, -97.0281722222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.088469,-97.028172",
180610019602512.00,'IH35 / SH121 INTERCHANGE',33.00133611,-96.95896667,2019,0,0.0,1.0,0.666666667,0.0,10599,"33.0013361111111, -96.9589666666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.001336,-96.958967",
180610019602027.00,'0.30 MI NW OF DALLAS C/L',32.991,-96.94351111,1939,0,0.0,2.457142857,0.666666667,0.0,10599,"32.991, -96.9435111111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.991000,-96.943511",
180610019602026.00,'0.65 MI NW OF DALLAS C/L',32.99392222,-96.94843611,1939,0,0.0,2.457142857,0.666666667,0.0,10599,"32.9939222222222, -96.9484361111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.993922,-96.948436",
180610019602023.00,'2.60 MI NW OF DALLAS C/L',33.01031944,-96.977225,1939,0,0.0,2.457142857,0.666666667,0.0,10599,"33.0103194444444, -96.977225",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.010319,-96.977225",
180610019601580.00,'1.6 Miles NW of FM 2181',33.14819167,-97.05728611,2023,0,0.0,1.0,1.0,0.0,10599,"33.1481916666666, -97.0572861111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.148192,-97.057286",
180610019601526.00,'0.6 MI SE OF US 77',33.18630833,-97.107475,2019,0,0.0,1.0,1.0,0.0,10599,"33.1863083333333, -97.107475",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.186308,-97.107475",
180610019602303.00,'0.30 MI NW OF DALLAS C/L',32.99140556,-96.94328611,1995,0,0.0,1.0,0.666666667,0.0,10599,"32.9914055555555, -96.9432861111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.991406,-96.943286",
180610019602293.00,'1.32 MI NW OF DALLAS C/L',32.99933333,-96.95880278,1995,0,0.0,1.0,0.666666667,0.0,10599,"32.9993333333333, -96.9588027777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.999333,-96.958803",
180610019602292.00,'1.39 MI NW OF DALLAS C/L',33.00034167,-96.95927222,1995,0,0.0,1.0,0.666666667,0.0,10599,"33.0003416666666, -96.9592722222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.000342,-96.959272",
180610019602290.00,'1.10 MI NW OF DALLAS C/L',32.99754444,-96.95503333,1996,0,0.0,1.0,0.666666667,0.0,10599,"32.9975444444444, -96.9550333333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.997544,-96.955033",
180610019602289.00,'1.10 MI NW OF DALLAS C/L',32.99739444,-96.95527778,1996,0,0.0,1.0,0.666666667,0.0,10599,"32.9973944444444, -96.9552777777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.997394,-96.955278",
180610019602288.00,'0.25 MI NW OF DALLAS C/L',32.99026111,-96.94340556,1995,0,0.0,1.0,0.666666667,0.0,10599,"32.9902611111111, -96.9434055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.990261,-96.943406",
180610019602376.00,'IH 35E/SH121 INTERCHANGE',32.99853889,-96.95929722,2006,0,0.0,1.0,0.666666667,0.0,10599,"32.9985388888888, -96.9592972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.998539,-96.959297",
180610019602252.00,'2.90 MI NW OF DALLAS C/L',33.01431667,-96.97967778,1983,0,0.0,1.2,0.666666667,0.0,10599,"33.0143166666666, -96.9796777777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.014317,-96.979678",
180610019602251.00,'2.90 MI NW OF DALLAS C/L',33.01440556,-96.98064722,1983,0,0.0,1.2,0.666666667,0.0,10599,"33.0144055555555, -96.9806472222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.014406,-96.980647",
180610019602250.00,'2.90 MI NW OF DALLAS C/L',33.01458333,-96.98040278,1983,0,0.0,1.2,0.666666667,0.0,10599,"33.0145833333333, -96.9804027777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.014583,-96.980403",
180610019602249.00,'2.60 MI NW OF DALLAS C/L',33.01049167,-96.97782778,1983,0,0.0,1.2,0.666666667,0.0,10599,"33.0104916666666, -96.9778277777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.010492,-96.977828",
180610019602248.00,'2.60 MI NW OF DALLAS C/L',33.01041667,-96.97635278,1983,0,0.0,1.2,0.666666667,0.0,10599,"33.0104166666666, -96.9763527777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.010417,-96.976353",
180610019602226.00,'0.65 MI NW OF DALLAS C/L',32.99350278,-96.94881667,1982,0,0.0,1.228571429,0.666666667,0.0,10599,"32.9935027777777, -96.9488166666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.993503,-96.948817",
180610019602225.00,'1.10 MI NW OF DALLAS C/L',32.99816944,-96.95502778,1982,0,0.0,1.228571429,0.666666667,0.0,10599,"32.9981694444444, -96.9550277777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.998169,-96.955028",
180610019602437.00,'IH 35E/SH 121 INTERCHANGE',32.99986389,-96.96009167,2006,0,0.0,1.0,0.666666667,0.0,10599,"32.9998638888888, -96.9600916666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.999864,-96.960092",
180610019602379.00,'0.30 MI SE OF SH 121 TOLL',32.99563889,-96.95191944,2006,0,0.0,1.0,0.666666667,0.0,10599,"32.9956388888888, -96.9519194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.995639,-96.951919",
180610019602378.00,'IH 35E/SH121 INTERCHANGE',32.99955556,-96.958825,2006,0,0.0,1.0,0.666666667,0.0,10599,"32.9995555555555, -96.958825",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.999556,-96.958825",
180610019602377.00,'IH 35E/SH121 INTERCHANGE',32.99667778,-96.95479722,2006,0,0.0,1.0,0.666666667,0.0,10599,"32.9966777777777, -96.9547972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.996678,-96.954797",
180610019602253.00,'2.90 MI NW OF DALLAS C/L',33.01424722,-96.98078889,1983,0,0.0,1.2,0.666666667,0.0,10599,"33.0142472222222, -96.9807888888889",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.014247,-96.980789",
11130076601114.00,'7.9 MI N OF IH 30',33.24699722,-95.46660833,2013,0,0.0,1.0,0.666666667,0.0,10599,"33.2469972222222, -95.4666083333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.246997,-95.466608",
11130076601037.00,'1.3 MI N OF IH 30',33.16924167,-95.4936,2003,0,0.0,1.0,0.666666667,0.0,10599,"33.1692416666666, -95.4936",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.169242,-95.493600",
11130076601036.00,'1.2 MI N OF IH 30',33.16465556,-95.49363333,2003,0,0.0,1.0,0.666666667,0.0,10599,"33.1646555555555, -95.4936333333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.164656,-95.493633",
11130076601035.00,'1.0 MI N OF IH 30',33.15990833,-95.49480278,2003,0,0.0,1.0,0.666666667,0.0,10599,"33.1599083333333, -95.4948027777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.159908,-95.494803",
11130076601029.00,'4.5 MI S OF FM 71',33.26891389,-95.396575,1959,0,0.0,1.885714286,0.666666667,0.0,10599,"33.2689138888888, -95.396575",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.268914,-95.396575",
11130076601028.00,'17.3 MI N OF IH 30',33.31974722,-95.39961389,1959,0,0.0,1.885714286,1.0,0.0,10599,"33.3197472222222, -95.3996138888889",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.319747,-95.399614",
11130076601024.00,'4.0 MI N OF IH 30',33.20421389,-95.49379444,1954,0,0.0,2.028571429,1.0,0.0,10599,"33.2042138888888, -95.4937944444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.204214,-95.493794",
180610035302423.00,'3.4 Mi W of FM156',33.03550278,-97.36653333,2017,0,0.0,1.0,1.0,0.0,10599,"33.0355027777777, -97.3665333333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.035503,-97.366533",
180610035302421.00,'3.5 Mi. W. of FM 156',33.035825,-97.37332222,2015,0,0.0,1.0,0.666666667,0.0,10599,"33.0358249999999, -97.3733222222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.035825,-97.373322",
180610035302420.00,'3.5 Mi. W of FM 156',33.03555833,-97.373225,2015,0,0.0,1.0,0.666666667,0.0,10599,"33.0355583333333, -97.3732249999999",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.035558,-97.373225",
180610035302419.00,'0.17 MI NW TROPHY LK DR',32.99865,-97.21058333,2013,0,0.0,1.0,0.666666667,0.0,10599,"32.99865, -97.2105833333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.998650,-97.210583",
180610019602451.00,'6.2 Mi NW of Sam Rayburn',33.07151944,-97.01995556,2017,0,0.0,1.0,0.666666667,0.0,10599,"33.0715194444444, -97.0199555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.071519,-97.019956",
180610035302414.00,'1.53 MI NORTH OF US 377',32.99672222,-97.20469722,2013,0,0.0,1.0,0.666666667,0.0,10599,"32.9967222222222, -97.2046972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.996722,-97.204697",
180610035302227.00,'2.20 MI E OF US 377',32.99284167,-97.19225833,2001,0,0.0,1.0,0.666666667,0.0,10599,"32.9928416666666, -97.1922583333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.992842,-97.192258",
180610035302225.00,'2.50 MI E  OF US 377',32.99126944,-97.18828056,1994,0,0.0,1.0,1.0,0.0,10599,"32.9912694444444, -97.1882805555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.991269,-97.188281",
180610035302224.00,'1.50 MI E  OF US 377',32.99609444,-97.20478333,1994,0,0.0,1.0,0.666666667,0.0,10599,"32.9960944444444, -97.2047833333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.996094,-97.204783",
180610035302223.00,'1.50 MI E  OF US 377',32.997175,-97.20498611,1994,0,0.0,1.0,0.666666667,0.0,10599,"32.997175, -97.2049861111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.997175,-97.204986",
180610035302222.00,'1.40 MI E  OF US 377',32.99718056,-97.207925,1994,0,0.0,1.0,0.666666667,0.0,10599,"32.9971805555555, -97.207925",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.997181,-97.207925",
180610036403034.00,'0.95 MI NE OF IH 35E',33.04148611,-96.98414722,1968,0,0.0,1.628571429,1.0,0.0,10599,"33.0414861111111, -96.9841472222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.041486,-96.984147",
180610036403018.00,'2.75 MI NE OF IH 35E',33.04679444,-96.95289722,1949,0,0.0,2.171428571,0.666666667,0.0,10599,"33.0467944444444, -96.9528972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.046794,-96.952897",
180610036403017.00,'2.25 MI NE OF IH 35E',33.04574444,-96.96166667,1949,0,0.0,2.171428571,0.666666667,0.0,10599,"33.0457444444444, -96.9616666666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.045744,-96.961667",
180610036403016.00,'2.05 MI NE OF IH 35E',33.04541667,-96.96448056,1949,0,0.0,2.171428571,0.666666667,0.0,10599,"33.0454166666666, -96.9644805555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.045417,-96.964481",
180610036403005.00,'1.40 MI NE OF IH 35E',33.04408611,-96.97571667,1948,0,0.0,2.2,1.0,0.0,10599,"33.0440861111111, -96.9757166666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.044086,-96.975717",
180610035302416.00,'1.53 MI E OF US 377',32.996775,-97.20489167,2013,0,0.0,1.0,0.666666667,0.0,10599,"32.996775, -97.2048916666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.996775,-97.204892",
180610019602450.00,'3.3 Mi NW of SH 121 BUS',33.07161111,-97.01940833,2017,0,0.0,1.0,0.666666667,0.0,10599,"33.0716111111111, -97.0194083333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.071611,-97.019408",
180610019602449.00,'6.3 Mi NW of Sam Rayburn',33.07154722,-97.01976667,2017,0,0.0,1.0,1.0,0.0,10599,"33.0715472222222, -97.0197666666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.071547,-97.019767",
180610019602438.00,'IH 35E/SH 121 INTERCHANGE',32.99911111,-96.95876389,2006,0,0.0,1.0,0.666666667,0.0,10599,"32.9991111111111, -96.9587638888889",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.999111,-96.958764",
11130073505115.00,'5.60 MI SE OF IH 30',33.08379167,-95.51858333,2006,0,0.0,1.0,1.0,0.0,10599,"33.0837916666666, -95.5185833333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.083792,-95.518583",
11130073505019.00,'2.10 MI SE OF IH 30',33.12169167,-95.54223056,1956,0,0.0,1.971428571,1.0,0.0,10599,"33.1216916666666, -95.5422305555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.121692,-95.542231",
11130072501008.00,'0.9 MI S OF SH 11',33.19589722,-95.84925833,1995,0,0.0,1.0,1.0,0.0,10599,"33.1958972222222, -95.8492583333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.195897,-95.849258",
11130068005036.00,'4.50 MI S OF IH 30',33.10317222,-95.32492778,2017,0,0.0,1.0,0.666666667,0.0,10599,"33.1031722222222, -95.3249277777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.103172,-95.324928",
180610035302008.00,'2.60 MI E OF IH 35W',33.02000833,-97.24810556,1930,0,0.0,2.714285714,0.666666667,0.0,10599,"33.0200083333333, -97.2481055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.020008,-97.248106",
180610035302007.00,'2.40 MI E OF IH 35W',33.02094167,-97.25085556,1930,0,0.0,2.714285714,0.666666667,0.0,10599,"33.0209416666666, -97.2508555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.020942,-97.250856",
180610035302006.00,'2.10 MI E OF IH 35W',33.02229444,-97.25488889,1930,0,0.0,2.714285714,0.666666667,0.0,10599,"33.0222944444444, -97.2548888888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.022294,-97.254889",
180610031202129.00,'AT COOKE COUNTY LINE',33.42907778,-97.33533333,2018,0,0.0,1.0,0.666666667,0.0,10599,"33.4290777777777, -97.3353333333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.429078,-97.335333",
11130076601115.00,'4.1 MI N OF IH 30',33.20645,-95.49380556,2011,0,0.0,1.0,0.666666667,0.0,10599,"33.20645, -95.4938055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.206450,-95.493806",
180610019603506.00,'0.2 MI S. of GWB/I35E JCT',32.97863056,-96.92826111,2018,0,0.0,1.0,0.666666667,0.0,10599,"32.9786305555555, -96.9282611111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.978631,-96.928261",
180610019603505.00,'0.2 MI S. of GWB/I35E JCT',32.97947222,-96.92710833,2018,0,0.0,1.0,0.666666667,0.0,10599,"32.9794722222222, -96.9271083333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.979472,-96.927108",
180610019603504.00,'0.2 MI S. of GWB/I35E JCT',32.97806389,-96.92783056,2018,0,0.0,1.0,0.666666667,0.0,10599,"32.9780638888888, -96.9278305555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.978064,-96.927831",
180610019603503.00,'0.2 MI S. of GWB/I35E JCT',32.97833333,-96.92603056,2018,0,0.0,1.0,1.0,0.0,10599,"32.9783333333333, -96.9260305555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.978333,-96.926031",
180610035302179.00,'2.60 MI E OF IH 35W',33.02069444,-97.24748611,1999,0,0.0,1.0,0.666666667,0.0,10599,"33.0206944444444, -97.2474861111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.020694,-97.247486",
180610035302178.00,'2.40 MI E  OF IH 35W',33.02152778,-97.24993889,1999,0,0.0,1.0,0.666666667,0.0,10599,"33.0215277777777, -97.2499388888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.021528,-97.249939",
180610035302175.00,'2.10 MI E OF IH 35W',33.02315833,-97.25438611,1999,0,0.0,1.0,1.0,0.0,10599,"33.0231583333333, -97.2543861111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.023158,-97.254386",
180610035302174.00,'2.20 MI E  OF IH 35W',33.016275,-97.23754167,1998,0,0.0,1.0,1.0,0.0,10599,"33.016275, -97.2375416666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.016275,-97.237542",
180610035302089.00,'2.0 MI. W. OF FM 156',33.03522778,-97.34148889,1997,0,0.0,1.0,1.0,0.0,10599,"33.0352277777777, -97.3414888888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.035228,-97.341489",
11130076602019.00,'2.90 MI NW OF SH 11',33.09438889,-95.48284722,1951,0,0.0,2.114285714,1.0,0.0,10599,"33.0943888888888, -95.4828472222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.094389,-95.482847",
11130076601116.00,'4.3 MI N OF IH 30',33.20755556,-95.49381111,2017,0,0.0,1.0,0.666666667,0.0,10599,"33.2075555555555, -95.4938111111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.207556,-95.493811",
