STRUCTURE_NUMBER_008,COUNTY_CODE_003,LOCATION_009,"coordinates (lat, lon)",N_wildfires_within_1mi,T_years_wildfire_obs,lambda_wildfire,p_wildfire,V_elem_wildfire,V_age_wildfire,V_des_wildfire,wildfire_design_row_43B,wildfire_material_class,sdes_wildfire_raw_0to5,Risk_wildfire,Risk_Level,Risk_Explanation,Street_View_URL
2.22001E+13,439,'.5 MI S OF SYCAMORE SCHL',"32.627078, -97.348553",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.627078,-97.348553"
2.22001E+13,439,'1.8 MI S OF SYCAMORE SCHL',"32.609292, -97.351458",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.609292,-97.351458"
2.22002E+13,439,'8.12 MI S OF IH 20',"32.565889, -97.084375",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.565889,-97.084375"
022200L01025002,439,'0.5 MI S OF IH 20',"32.653556, -97.283483",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.653556,-97.283483"
022200M00441001,439,'0.3 MI S of Grand Meadow',"32.573950, -97.063592",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.573950,-97.063592"
022200M00540005,439,'.41 MI E OF MATLOCK RD',"32.593331, -97.100525",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.593331,-97.100525"
022200M00696001,439,'0.04 MI W of Netherfield',"32.575194, -97.064956",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.575194,-97.064956"
022200ZA5750001,439,'0.06 MI SW OF HILLWOOD P',"32.916208, -97.312522",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Arch - Deck,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.916208,-97.312522"
022200ZB0131001,439,'0.1 MI N OF GOLD TRIANGLE',"32.934450, -97.311900",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.934450,-97.311900"
022200ZB1232001,439,'.5 MI E OF WILLOW SPRINGS',"32.978014, -97.389950",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.978014,-97.389950"
022200ZC3450002,439,'0.90 MI W of Chapel Creek',"32.733731, -97.518178",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.733731,-97.518178"
022200ZD6545001,439,'0.1 MI N OF US 80',"32.733953, -97.181231",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.733953,-97.181231"
022200ZH1100001,439,'0.05 MI N OF HERITAGE TRA',"32.914900, -97.310364",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.914900,-97.310364"
022200ZH3052001,439,'40 FT E OF IRISH GLEN TR',"32.931106, -97.371331",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.931106,-97.371331"
022200ZH4627002,439,'.45 MI E OF IH 35W',"32.913881, -97.308164",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.913881,-97.308164"
022200ZL0526001,439,'0.15 MI W OF BERKSHIRE LK',"32.912139, -97.357283",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.912139,-97.357283"
022200ZN6398001,439,'0.06 MI E OF N SYLVANIA',"32.835011, -97.307519",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.835011,-97.307519"
022200ZO5050003,439,'0.04 MI S OF HERITAGE TRA',"32.912589, -97.307256",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.912589,-97.307256"
022200ZP1123001,439,'0.69 MI W OF OLD DECATUR',"32.861658, -97.401839",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.861658,-97.401839"
022200ZP1123002,439,'0.57 MI W OF OLD DECATUR',"32.860942, -97.399869",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.860942,-97.399869"
022200ZR6420001,439,'0.2 MI E OF WILLOW SPRING',"32.959411, -97.388806",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.959411,-97.388806"
022200ZS4127003,439,'.1 MI E OF N BEACH ST',"32.902061, -97.286814",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.902061,-97.286814"
022200ZW0180001,439,'0.2 MI S OF BASKET WILLOW',"32.932808, -97.374756",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.932808,-97.374756"
022200ZW1550001,439,'0.05 MI N OF FALCONER WAY',"32.863353, -97.404025",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.863353,-97.404025"
022200ZW9455001,439,'0.05 MI S OF PINE VALLEY',"32.973933, -97.394086",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.973933,-97.394086"
022490F00010001,497,'0.05 MI W OF SH 101',"33.294003, -97.794489",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Steel,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.294003,-97.794489"
3.04904E+13,97,'0.4 MI E MONTAGUE CO LN',"33.830858, -97.480136",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.830858,-97.480136"
030490AA0281001,97,'0.7 MI W OF FM 1198',"33.548489, -97.340325",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.548489,-97.340325"
030490AA0298001,97,'0.1 MI E OF IH 35',"33.447825, -97.161864",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Steel,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.447825,-97.161864"
030490AA0311001,97,'1.8 MI W OF IH 35',"33.528031, -97.197689",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.528031,-97.197689"
030490AA0420002,97,'2.4 MI E OF FM 678',"33.626772, -96.980111",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.626772,-96.980111"
030490AA0420003,97,'1.5 MI E OF FM 678',"33.624564, -96.992378",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.624564,-96.992378"
030490AA0449002,97,'1.1 MI E OF FM 678',"33.662100, -96.991547",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.662100,-96.991547"
030490B00110002,97,'0.4 MI W OF FM 372',"33.625792, -97.138992",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Unknown,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.625792,-97.138992"
3.243E+13,485,'0.75 MI E OF FM 369',"33.953900, -98.590181",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Masonry,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.953900,-98.590181"
032430AA0243002,485,'1.10 MI S OF FM 367',"33.905492, -98.630267",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.905492,-98.630267"
032520B00250001,503,'0.33 MI N  OF ALFORD ST',"33.079531, -98.576678",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.079531,-98.576678"
7.22601E+13,451,'0.2 MI E OF FM 2288',"31.448700, -100.516619",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.448700,-100.516619"
072260B02268001,451,'0.1 MI N OF LP 306 FR',"31.442561, -100.501528",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.442561,-100.501528"
8.12801E+13,253,'0.95 MI  N OF FM 2833',"32.546728, -99.656714",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.546728,-99.656714"
082210AA0115001,441,'0.3 MI W OF CR 107',"32.343067, -99.661822",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.343067,-99.661822"
082210AA0318001,441,'1.10 MI E OF FM 1235',"32.368439, -99.880550",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Unknown,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.368439,-99.880550"
9.014E+13,27,'2.42 Mi. North of FM 2484',"30.984414, -97.504853",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.984414,-97.504853"
9.014E+13,27,'3.65 MI SW OF FM 2268',"30.889039, -97.571931",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.889039,-97.571931"
090140AA0449001,27,'0.60 MI W PRAIRIE DELL CH',"30.889736, -97.586475",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.889736,-97.586475"
9.05E+13,99,'0.18 MI NW OF FM 215',"31.485053, -97.736128",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.485053,-97.736128"
9.074E+13,145,'1.70 MI SW OF US 77',"31.073536, -97.006442",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.073536,-97.006442"
9.11E+13,217,'6.0 MI N OF IH 35E',"32.134994, -97.120678",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.134994,-97.120678"
091470AA0384001,293,'0.90 MI NE OF FM 937',"31.476631, -96.478956",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Steel,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.476631,-96.478956"
091610AA0136001,309,'0.1 MI NE OF FM 3047',"31.487394, -97.380186",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Steel,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.487394,-97.380186"
091610AA0801001,309,'0.1 MI SE OF FM 3047',"31.485978, -97.381297",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Steel,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.485978,-97.381297"
091610AA2272001,309,'0.20 MI NW OF FM 1860',"31.521922, -97.021819",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.521922,-97.021819"
1.0001E+14,1,'0.1 MI S OF FM 320',"31.759347, -95.658331",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.759347,-95.658331"
1.0001E+14,1,'2.5 MI NE OF FM 837',"31.988064, -95.603881",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.988064,-95.603881"
100010AA0335001,1,'0.95 MI NE OF FM 19',"31.926481, -95.466131",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.926481,-95.466131"
100010AA2418001,1,'0.35 MI SE OF FM 2330',"31.901992, -95.800372",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.901992,-95.800372"
1.0093E+14,183,'0.55 MI S OF US 80',"32.492350, -94.754653",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.492350,-94.754653"
1.0108E+14,213,'0.2mi W of FM 315',"32.075592, -95.602347",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.075592,-95.602347"
1.0108E+14,213,'0.4mi E of FM 315',"32.070886, -95.593694",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.070886,-95.593694"
1.0108E+14,213,'0.9mi E of RM 2588',"32.106719, -95.661636",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.106719,-95.661636"
102120LX8319101,423,'2.9mi W of FM 2493',"32.271258, -95.348575",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.271258,-95.348575"
102120TL0049021,423,'0.10 MI W OF SH 110',"32.268750, -95.243150",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.268750,-95.243150"
102340AA3827101,467,'1.30 MI W  OF FM 751',"32.826781, -96.069242",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.826781,-96.069242"
1.1003E+14,5,'17.6 MI SE of LP 287',"31.192111, -94.457922",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.192111,-94.457922"
1.1003E+14,5,'1.6 MI SE OF CHEROKEE C/L',"31.427639, -94.960992",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.427639,-94.960992"
111140AA0144002,225,'0.4 Mi E of FM 228',"31.577281, -95.338442",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.577281,-95.338442"
111740AA0324003,347,'4.2 Mi E of US 59',"31.518881, -94.655461",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.518881,-94.655461"
111870AA0406001,373,'0.70 MI SE OF FM 2665',"30.558572, -94.881992",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Unknown,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.558572,-94.881992"
112030AA0238001,405,'0.15 MI SW OF SH 21',"31.507589, -94.250481",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.507589,-94.250481"
1.1204E+14,407,'1.90 MI SW OF POLK C/L',"30.623172, -95.026750",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.623172,-95.026750"
120200W00185001,39,'0.05 MI SW OF CHOC BYU RD',"29.503019, -95.346358",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Unknown,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.503019,-95.346358"
120800AA0743001,157,'0.00 MI SE OF SH 36',"29.468689, -95.816186",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.468689,-95.816186"
121020B11625565,201,'0.4 MI N of OST',"29.711853, -95.341483",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.711853,-95.341483"
121020B32105004,201,'0.4 MI N OF KELLEY ST',"29.820064, -95.328725",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.820064,-95.328725"
1.217E+14,339,'1.0 MI S OF FM 1488',"30.221408, -95.457483",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.221408,-95.457483"
1.217E+14,339,'2.05 MI N  OF FM 1488',"30.266350, -95.456353",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.266350,-95.456353"
1.217E+14,339,'0.25 MI N  OF KINGWOOD DR',"30.056208, -95.250575",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.056208,-95.250575"
1.217E+14,339,'2.45 MI S  OF FM 1314',"30.069856, -95.246917",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Steel,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.069856,-95.246917"
1.217E+14,339,'0.90 MI S  OF HARRIS C/L',"30.052564, -95.251978",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Steel,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.052564,-95.251978"
1.217E+14,339,'0.50 MI East of FM 1485',"30.326208, -95.388892",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.326208,-95.388892"
1.217E+14,339,'0.4 MI W OF FM 2978',"30.220697, -95.574981",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.220697,-95.574981"
1.217E+14,339,'2.35 MI S OF FM 149',"30.144397, -95.660078",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.144397,-95.660078"
1.217E+14,339,'2.2 MI East of FM 1485',"30.147450, -95.141747",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.147450,-95.141747"
1.217E+14,339,'0.85 MI  E OF FM 1485',"30.217186, -95.266456",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.217186,-95.266456"
121700A00034001,339,'0.65 MI N OF FM 830',"30.413064, -95.528811",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.413064,-95.528811"
121700AA0734001,339,'0.10 MI S OF RESEARCH FOR',"30.175400, -95.460203",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.175400,-95.460203"
121700AA1178010,339,'0.10 MI NW OF LEXINGTON B',"30.099106, -95.376356",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Unknown,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.099106,-95.376356"
121700AA1178324,339,'0.10 MI NW OF LEXINGTON B',"30.099106, -95.376311",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Box Beam/Girders - Single or Spread,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.099106,-95.376311"
121700AA2090001,339,'0.7 MI W OF HONEA EGYPT',"30.252461, -95.598339",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Unknown,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.252461,-95.598339"
121700AA2090002,339,'0.8 MI W OF HONEA EGYPT',"30.252614, -95.598333",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Unknown,Wood or Timber,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.252614,-95.598333"
121700B36492005,339,'0.3 MI S OF NORTH PARK DR',"30.064458, -95.255028",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.064458,-95.255028"
121700C00383063,339,'50 W of IH 45 SB FR',"30.265417, -95.457664",8,29,0.275862068965517,0.241082398167711,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.321443197556948,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.265417,-95.457664"
