STRUCTURE_NUMBER_008,LOCATION_009,ADT_029,PERCENT_ADT_TRUCK_109,INVENTORY_RATING_066,YEAR_BUILT_027,SUPERSTRUCTURE_COND_059,FUNCTIONAL_CLASS_026,r_i_lb,d_i,N_i,V_age_overload,V_elem_overload,Risk_Index,"coordinates (lat, lon)",Risk_Level,Street_View_URL,Risk_Explanation
82210000604084.000,4.15 MI E OF FM 126,15988,31.0,40.8,1957,6,1,81600.0,1.97872,98.07090362,1.25,1.025,125.6533453,"32.461758, -99.944344",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.461758,-99.944344",
250440003104023.000,1.0 MI S OF FM 338,1546,21.0,23.6,1933,N,6,47200.0,30.95334625,100.4931339,1.25,1.0,125.6164174,"34.834525, -100.20505",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.834525,-100.205050",
201810088202003.000,0.6 MI E OF SH 87,6493,5.0,23.6,1954,N,16,47200.0,30.95334625,100.4900386,1.25,1.0,125.6125483,"30.057636, -93.795972",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.057636,-93.795972",
122370005005024.000,1.0 MI W OF FM 362,4360,8.0,24.5,1930,N,6,49000.0,28.80782264,100.4816854,1.25,1.0,125.6021067,"30.0625, -95.951153",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.062500,-95.951153",
180570106804537.000,0.4 MI S COMMERCE,11654,12.0,32.7,2015,8,14,65400.0,12.28125247,171.7508596,0.75,0.975,125.5928161,"32.769589, -96.82275",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.769589,-96.822750",
142270044006143.000,0.45 MI S OF SH 45 TOLL,9555,5.0,32.7,2007,7,2,65400.0,35.04840624,167.4437608,0.75,1.0,125.5828206,"30.075425, -97.6916",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.075425,-97.691600",
120200059804341.000,0.15 MI NORTH OF CR 220,1327,36.0,32.7,2004,N,12,65400.0,35.04840624,167.4332463,0.75,1.0,125.5749347,"29.127569, -95.452736",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.127569,-95.452736",
150070001704197.000,0.10 MI NE OF FM 3175,17505,29.0,40.8,1967,7,1,81600.0,1.97872,100.4487314,1.25,1.0,125.5609143,"29.222983, -98.793197",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.222983,-98.793197",
150070001704202.000,0.10 MI SW OF BEXAR C/L,17505,29.0,40.8,1967,7,1,81600.0,1.97872,100.4487314,1.25,1.0,125.5609143,"29.239281, -98.777458",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.239281,-98.777458",
151630029108123.000,1.64 MI N OF BEXAR C/L,5543,3.0,23.6,1985,N,2,47200.0,66.06218176,109.854802,1.142857143,1.0,125.5483452,"29.654108, -98.816661",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.654108,-98.816661",
80770029603013.000,0.35 MI E OF FM 1085,1352,24.0,23.6,1931,N,6,47200.0,30.95334625,100.4374179,1.25,1.0,125.5467724,"32.761006, -100.310194",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.761006,-100.310194",
150150007309209.000,0.40 MI S OF LOOP 1604,4408,7.0,23.6,1979,N,9,47200.0,30.95334625,95.5096452,1.314285714,1.0,125.5269623,"29.211897, -98.415594",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.211897,-98.415594",
10750004506033.000,1.3 MI E OF SH 78,3060,21.0,31.0,1931,6,6,62000.0,15.24549397,97.96754424,1.25,1.025,125.5209161,"33.5759, -96.155733",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.575900,-96.155733",
201240093201016.000,6.9 MI E OF SH 124,4357,8.0,24.5,1969,N,6,49000.0,28.80782264,100.4125466,1.25,1.0,125.5156833,"29.912503, -94.139694",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.912503,-94.139694",
102120019005021.000,0.9 MI N OF LP 323,11680,7.0,32.7,1923,7,14,65400.0,12.28125247,100.4115202,1.25,1.0,125.5144003,"32.392856, -95.338197",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.392856,-95.338197",
250630013201028.000,2.90 MI W OF FM 2941,895,24.0,29.9,1967,6,2,59800.0,45.60265456,97.95450199,1.25,1.025,125.5042057,"33.618008, -100.692175",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.618008,-100.692175",
22200017206062.000,0.4 MI W OF IH 35W,6690,3.0,29.0,1964,6,12,58000.0,48.804136,97.94990095,1.25,1.025,125.4983106,"32.755328, -97.326964",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.755328,-97.326964",
180570044202094.000,3.6 MI S Of IH 20,7956,6.0,32.7,2005,7,11,65400.0,35.04840624,167.307072,0.75,1.0,125.480304,"32.589447, -96.822014",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.589447,-96.822014",
90140023110017.000,2.30 MI E OF SPUR 172,16210,2.0,23.6,1939,N,14,47200.0,30.95334625,100.3507485,1.25,1.0,125.4384357,"31.117628, -97.730339",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.117628,-97.730339",
90140023110018.000,2.10 MI E OF SPUR 172,16210,2.0,23.6,1939,N,14,47200.0,30.95334625,100.3507485,1.25,1.0,125.4384357,"31.119186, -97.736792",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.119186,-97.736792",
172390018605024.000,0.8 MI N OF FM 577,4787,11.0,29.0,1925,7,16,58000.0,19.04815867,100.3018891,1.25,1.0,125.3773614,"30.186733, -96.404469",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.186733,-96.404469",
231600110201006.000,1.65 MI NW OF FM 1851 W,1571,36.0,29.9,1958,6,6,59800.0,17.29526817,97.81511863,1.25,1.025,125.3256208,"31.014511, -99.209714",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.014511,-99.209714",
150830001715035.000,1.15 Mi N of FM 1583,1409,12.0,26.3,1938,6,2,52600.0,57.85119664,97.81480328,1.25,1.025,125.3252167,"28.784672, -99.127964",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.784672,-99.127964",
121020B06745003,0.20 MI W OF GESSNER RD,34800,1.0,24.5,1960,N,14,49000.0,28.80782264,100.2512228,1.25,1.0,125.3140285,"29.70495, -95.543108",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.704950,-95.543108",
121020027114695.000,JCT OF US290 & IH610,46500,3.0,32.7,2017,8,17,65400.0,12.28125247,171.323472,0.75,0.975,125.2802889,"29.803692, -95.447931",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.803692,-95.447931",
180570D09465007,0.2 Mi E of Belt Line Rd,9440,3.0,23.6,1975,N,16,47200.0,30.95334625,87.65987659,1.428571429,1.0,125.2283951,"32.865528, -96.988903",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.865528,-96.988903",
131430044502006.000,0.86 MI SE of SH 95,2703,15.0,26.3,1938,7,6,52600.0,24.7080299,100.1787072,1.25,1.0,125.223384,"29.422625, -97.158903",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.422625,-97.158903",
42110072703004.000,5.2 Mi S of FM 1573,1044,31.0,23.6,1946,N,7,47200.0,30.95334625,100.1774098,1.25,1.0,125.2217623,"36.063717, -101.829097",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=36.063717,-101.829097",
142460T00183016,4.1 MI N OF SH 45,9770,5.0,32.7,2007,8,12,65400.0,35.04840624,171.2114645,0.75,0.975,125.1983834,"30.523814, -97.815378",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.523814,-97.815378",
142460T00183021,4.2 MI N OF FM 1431,9770,5.0,32.7,2007,8,12,65400.0,35.04840624,171.2114645,0.75,0.975,125.1983834,"30.581847, -97.836133",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.581847,-97.836133",
142460T00183022,4.2 MI N OF FM 1431,9770,5.0,32.7,2007,8,12,65400.0,35.04840624,171.2114645,0.75,0.975,125.1983834,"30.582294, -97.835439",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.582294,-97.835439",
220640096301013.000,3.6 MI NE OF US 83,1550,25.0,24.1,1987,N,7,48200.0,29.75359648,115.2951864,1.085714286,1.0,125.1776309,"28.468636, -99.711697",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.468636,-99.711697",
130900002507191.000,0.05 MI E OF FM 2814,1769,16.0,23.6,1975,N,7,47200.0,30.95334625,87.61035123,1.428571429,1.0,125.1576446,"29.664058, -97.304483",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.664058,-97.304483",
112100005904036.000,0.15 MI SW OF LOOP 500,5659,24.0,32.7,2008,7,6,65400.0,12.28125247,166.7990586,0.75,1.0,125.0992939,"31.768892, -94.199922",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.768892,-94.199922",
141570007103054.000,1.00 MI N OF RM 1222,1796,18.0,23.6,1950,N,6,47200.0,30.95334625,100.0659778,1.25,1.0,125.0824722,"30.915911, -99.282872",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.915911,-99.282872",
161780214201002.000,1.20 MI N OF SH 44,3570,11.0,23.6,1989,N,6,47200.0,30.95334625,121.5537907,1.028571429,1.0,125.0267562,"27.802008, -97.547567",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.802008,-97.547567",
161780214201003.000,0.85 MI N OF SH 44,3570,11.0,23.6,1989,N,6,47200.0,30.95334625,121.5537907,1.028571429,1.0,125.0267562,"27.796619, -97.547522",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.796619,-97.547522",
180570V00100005,0.1 MI N OF BETHEL ROAD,14418,3.0,24.5,1989,8,14,49000.0,28.80782264,124.6053561,1.028571429,0.975,124.9613714,"32.955828, -96.993508",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.955828,-96.993508",
121700033811128.000,0.60 MI E OF SH 75,10962,13.0,36.3,1970,6,14,72600.0,6.841853249,97.50051391,1.25,1.025,124.9225334,"30.338253, -95.457169",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.338253,-95.457169",
51850030201007.000,1.0 MI NE OF FM 1731,1051,33.0,24.5,1940,N,6,49000.0,28.80782264,99.91417128,1.25,1.0,124.8927141,"34.520494, -102.867858",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.520494,-102.867858",
91100166103008.000,5.1 MI SE OF FM 66,566,57.0,23.6,1958,N,8,47200.0,30.95334625,99.86168568,1.25,1.0,124.8271071,"32.165133, -97.074156",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.165133,-97.074156",
120850097603034.000,2.70 MI W OF IH 45,19276,5.0,32.7,1989,6,14,65400.0,12.28125247,118.3667113,1.028571429,1.025,124.7923328,"29.489353, -95.155428",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.489353,-95.155428",
70530041202004.000,1.3 MI N OF US 190,1315,29.0,26.2,1932,5,7,52400.0,24.92902749,95.06684634,1.25,1.05,124.7752358,"30.930439, -101.164603",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.930439,-101.164603",
181300258801001.000,3.10 MI NE OF US 80,10749,3.0,23.6,1961,N,16,47200.0,30.95334625,99.81525566,1.25,1.0,124.7690696,"32.775808, -96.413319",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.775808,-96.413319",
10920004702257.000,0.2 MI S OF SP 503,5315,25.0,39.0,1984,7,12,78000.0,8.013816,106.4835801,1.171428571,1.0,124.7379081,"33.71785, -96.560822",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.717850,-96.560822",
180570LD8694001,0.15 MI S OF PGBT EB FR,1500,20.0,23.6,1978,N,19,47200.0,30.95334625,92.86003876,1.342857143,1.0,124.6977663,"32.980325, -96.915411",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.980325,-96.915411",
90180039801028.000,0.4 MI S OF SH 6,2245,14.0,23.6,1954,6,6,47200.0,30.95334625,97.28636727,1.25,1.025,124.6481581,"31.652494, -97.470147",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.652494,-97.470147",
22200226602058.000,0.1 MI N OF SPUR 303,9152,4.0,32.7,1991,7,12,65400.0,35.04840624,128.3052056,0.971428571,1.0,124.6393425,"32.7157, -97.062178",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.715700,-97.062178",
1805709I6900003,0.1 MI W OF INWOOD RD,11534,3.0,24.5,1966,N,14,49000.0,28.80782264,99.68082791,1.25,1.0,124.6010349,"32.809353, -96.852169",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.809353,-96.852169",
222400215004023.000,4.95 MI NW OF IH 35,13954,9.0,32.7,1996,8,14,65400.0,12.28125247,154.2353373,0.828571429,0.975,124.6001189,"27.637544, -99.531883",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.637544,-99.531883",
90740020903045.000,1.60 MI N OF SH 53,3674,13.0,28.1,1951,7,6,56200.0,20.86843498,99.67181917,1.25,1.0,124.589774,"31.106897, -96.983208",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.106897,-96.983208",
150150007308124.000,0.4 MI S OF IH 410,18097,3.0,30.8,1976,5,19,61600.0,15.61054225,84.7511949,1.4,1.05,124.5842565,"29.516003, -98.47775",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.516003,-98.477750",
230250B01500001,0.10 MI N OF WOOD AVE,2762,10.0,23.6,1974,N,16,47200.0,30.95334625,85.49314235,1.457142857,1.0,124.5757217,"31.685678, -98.968233",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.685678,-98.968233",
192250138401008.000,1.40 MI N OF IH 30,2187,14.0,23.6,1979,N,16,47200.0,30.95334625,94.77295556,1.314285714,1.0,124.5587416,"33.20055, -94.956294",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.200550,-94.956294",
82210040704015.000,0.85 MI NE OF FM 1086 E,1572,22.0,24.5,1941,N,6,49000.0,28.80782264,99.62897383,1.25,1.0,124.5362173,"32.154611, -100.099892",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.154611,-100.099892",
180570019603508.000,IH35E&BeltLine Rd Intchg,12606,11.0,32.7,2018,8,14,65400.0,12.28125247,170.2992155,0.75,0.975,124.5313014,"32.953722, -96.909525",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.953722,-96.909525",
121020AA5901003,1.2 MI N OF US 290,19086,1.0,24.5,1989,7,2,49000.0,63.418084,121.0397551,1.028571429,1.0,124.4980338,"29.877356, -95.524803",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.877356,-95.524803",
32430004317043.000,0.80 MI E OF FM 1814,4020,8.0,23.6,1936,N,14,47200.0,30.95334625,99.54596155,1.25,1.0,124.4324519,"33.946928, -98.641361",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.946928,-98.641361",
222400B01391001,1.185 MI SW OF FM 1472,1725,62.0,32.7,1991,8,19,65400.0,12.28125247,131.3479952,0.971428571,0.975,124.4053154,"27.699814, -99.7455",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.699814,-99.745500",
181750012104027.000,0.02 MI W OF FM 667,2473,13.0,23.6,1936,N,6,47200.0,30.95334625,99.51191287,1.25,1.0,124.3898911,"32.082089, -96.810439",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.082089,-96.810439",
81150006901149.000,2.96 Miles South of I-20,1820,26.0,32.7,2016,7,1,65400.0,35.04840624,165.8490583,0.75,1.0,124.3867937,"32.192114, -101.508508",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.192114,-101.508508",
81150006901150.000,2.96 Mi S of IH 20,1820,26.0,32.7,2016,7,12,65400.0,35.04840624,165.8490583,0.75,1.0,124.3867937,"32.192111, -101.508517",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.192111,-101.508517",
81150006901153.000,1 mile South of I-20,1820,26.0,32.7,2016,7,12,65400.0,35.04840624,165.8490583,0.75,1.0,124.3867937,"32.214533, -101.541717",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.214533,-101.541717",
81150006901154.000,3.35 Miles S of I-20,1820,26.0,32.7,2016,7,12,65400.0,35.04840624,165.8490583,0.75,1.0,124.3867937,"32.196667, -101.487925",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.196667,-101.487925",
121020168503454.000,4.5 MI SW OF FM 2100,34619,4.0,32.7,2024,8,14,65400.0,12.28125247,170.0658717,0.75,0.975,124.3606687,"29.998594, -95.162158",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.998594,-95.162158",
180570009214212.000,0.15 Mi S of IH 20,9449,3.0,24.5,1973,6,17,49000.0,28.80782264,81.66153485,1.485714286,1.025,124.3588516,"32.660081, -96.725172",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.660081,-96.725172",
120800002708374.000,1.8 Mi E of US 59,13500,10.0,32.7,2008,7,14,65400.0,12.28125247,165.7969084,0.75,1.0,124.3476813,"29.618411, -95.564694",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.618411,-95.564694",
120800002708375.000,1.8 Mi E of US 59,13500,10.0,32.7,2008,7,14,65400.0,12.28125247,165.7969084,0.75,1.0,124.3476813,"29.619353, -95.564661",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.619353,-95.564661",
211090R00565001,2MI S OF US281/SPUR600 IN,9525,12.0,32.7,1994,7,19,65400.0,12.28125247,140.3747158,0.885714286,1.0,124.3318911,"26.086019, -98.201936",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.086019,-98.201936",
190190008502042.000,AT MORRIS COUNTY LINE,1631,29.0,32.7,1998,7,2,65400.0,35.04840624,165.7754567,0.75,1.0,124.3315925,"33.308778, -94.728456",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.308778,-94.728456",
190190008502043.000,0.30 MI N OF MORRIS C/L,1631,29.0,32.7,1998,7,2,65400.0,35.04840624,165.7754567,0.75,1.0,124.3315925,"33.313128, -94.725778",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.313128,-94.725778",
022200C01260002,0.1 MI S OF GREEN OAKS NW,8786,4.0,23.6,1985,N,16,47200.0,30.95334625,108.7824401,1.142857143,1.0,124.3227887,"32.781486, -97.114253",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.781486,-97.114253",
81680033202009.000,2.32 MI E OF DEWITT C/L,1889,17.0,23.6,1955,N,7,47200.0,30.95334625,99.40048082,1.25,1.0,124.250601,"28.876544, -97.249292",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.876544,-97.249292",
132350094104005.000,2.2 MI N OF IH 20,1889,17.0,23.6,1934,N,6,47200.0,30.95334625,99.40048082,1.25,1.0,124.250601,"32.444136, -100.858072",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.444136,-100.858072",
022200K00295002,0.12 MI SE OF SH 121,4292,25.0,32.7,1992,7,19,65400.0,12.28125247,131.777839,0.942857143,1.0,124.2476768,"32.79375, -97.234828",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.793750,-97.234828",
142460044001002.000,3.65 MI W OF SH 195,3450,10.0,24.5,1923,N,7,49000.0,28.80782264,99.38698812,1.25,1.0,124.2337352,"30.843278, -97.859217",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.843278,-97.859217",
142460044001003.000,3.60 MI W OF SH 195,3450,10.0,24.5,1923,N,7,49000.0,28.80782264,99.38698812,1.25,1.0,124.2337352,"30.843425, -97.858739",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.843425,-97.858739",
121020B25897003,1.00 MI W OF BEAMER RD,7740,5.0,24.5,1986,7,17,49000.0,28.80782264,111.4862736,1.114285714,1.0,124.227562,"29.611125, -95.245058",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.611125,-95.245058",
181300017302336.000,2.95 MI SW OF US 175,4462,31.0,32.7,2022,8,6,65400.0,12.28125247,169.8767404,0.75,0.975,124.2223664,"32.550069, -96.349756",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.550069,-96.349756",
181300017302337.000,2.70 MI SW OF US 175,4462,31.0,32.7,2022,8,6,65400.0,12.28125247,169.8767404,0.75,0.975,124.2223664,"32.552728, -96.346883",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.552728,-96.346883",
181300017303334.000,2.15 MI SW OF US 175,4462,31.0,32.7,2022,8,6,65400.0,12.28125247,169.8767404,0.75,0.975,124.2223664,"32.556528, -96.339036",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.556528,-96.339036",
181300017303335.000,1.95 MI SW OF US 175,4462,31.0,32.7,2022,8,6,65400.0,12.28125247,169.8767404,0.75,0.975,124.2223664,"32.557778, -96.335253",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.557778,-96.335253",
130290014406055.000,2.30 MI E OF FM 1289,2341,12.0,23.6,1975,N,7,47200.0,30.95334625,86.95414029,1.428571429,1.0,124.2202004,"28.428567, -96.492819",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.428567,-96.492819",
142460044005025.000,1.20 MI S OF IH 35,3150,15.0,32.7,2006,7,12,65400.0,35.04840624,165.6037195,0.75,1.0,124.2027896,"30.671589, -97.646247",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.671589,-97.646247",
20730055002010.000,1.9 MI SOF FM-2190,1284,25.0,23.6,1942,N,7,47200.0,30.95334625,99.36024147,1.25,1.0,124.2003018,"33.267581, -98.1742",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.267581,-98.174200",
21200039106026.000,8.80 MI E OF EASTLAND C/L,3210,10.0,23.6,1948,N,6,47200.0,30.95334625,99.36024147,1.25,1.0,124.2003018,"32.24305, -98.390878",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.243050,-98.390878",
131430034606024.000,6.6 Mi E of US 77,1511,24.0,25.4,1955,6,7,50800.0,26.72579093,96.91840823,1.25,1.025,124.1767105,"29.159361, -96.8831",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.159361,-96.883100",
1805709S4590006,0.50 MI NE OF SH 342,9670,4.0,24.5,1986,N,16,49000.0,28.80782264,111.428658,1.114285714,1.0,124.1633618,"32.666142, -96.7765",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.666142,-96.776500",
91470041902011.000,0.70 MI E of FM 27,2674,12.0,23.6,1966,N,7,47200.0,30.95334625,99.32309745,1.25,1.0,124.1538718,"31.747944, -96.591783",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.747944,-96.591783",
181990T02712001,0.30 MI S OF IH 30,11487,5.0,24.5,2013,N,17,49000.0,28.80782264,165.4577294,0.75,1.0,124.093297,"32.915836, -96.418306",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.915836,-96.418306",
121700072002039.000,4.25 MI N OF SH 105,3263,10.0,23.6,1982,N,7,47200.0,30.95334625,101.0007688,1.228571429,1.0,124.0866588,"30.447003, -95.697297",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.447003,-95.697297",
111740011808071.000,AT JCT OF LP 224 & SH 21E,7124,24.0,37.2,1964,6,14,74400.0,5.664312969,96.84615741,1.25,1.025,124.0841392,"31.589442, -94.619597",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.589442,-94.619597",
21820283902002.000,5.6 MI NORTH OF US 180,2290,14.0,23.6,1970,N,6,47200.0,30.95334625,99.23642808,1.25,1.0,124.0455351,"32.879417, -98.199242",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.879417,-98.199242",
21820283902003.000,3.2 MI W OF US 180,2290,14.0,23.6,1970,7,6,47200.0,30.95334625,99.23642808,1.25,1.0,124.0455351,"32.846167, -98.174831",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.846167,-98.174831",
162050007404121.000,2.6 MI NW OF FM 630,3265,15.0,28.4,1970,7,7,56800.0,20.25423697,99.19512558,1.25,1.0,123.993907,"28.054319, -97.771625",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.054319,-97.771625",
201760062703005.000,3.75 MI E OF SH 87,1421,22.0,23.6,1950,6,7,47200.0,30.95334625,96.76635105,1.25,1.025,123.9818873,"30.718336, -93.769594",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.718336,-93.769594",
180570H03000001,0.1 MI E OF KELLY BLVD,11476,5.0,24.5,2000,N,16,49000.0,28.80782264,165.2992863,0.75,1.0,123.9744647,"32.985136, -96.867864",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.985136,-96.867864",
121020050801342.000,2.0 MI E OF IH 610,26908,5.0,32.7,2012,7,17,65400.0,12.28125247,165.2319708,0.75,1.0,123.9239781,"29.772383, -95.227956",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.772383,-95.227956",
91610039803009.000,4.1 Mi S of US 84,4113,11.0,28.1,1939,5,6,56200.0,20.86843498,94.4150604,1.25,1.05,123.9197668,"31.389611, -97.382217",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.389611,-97.382217",
180610216001011.000,0.50 MI S OF SH 121,17791,3.0,23.6,1999,N,14,47200.0,30.95334625,165.207295,0.75,1.0,123.9054712,"33.05095, -96.919803",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.050950,-96.919803",
240720212101341.000,IH 10 @ WESTWAY(SPUR 37),9425,5.0,32.7,2017,7,11,65400.0,35.04840624,165.1656144,0.75,1.0,123.8742108,"31.957547, -106.582436",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.957547,-106.582436",
130760026703020.000,3.15 MI SW OF BU 71E,3617,10.0,25.4,1953,6,7,50800.0,26.72579093,96.6671858,1.25,1.025,123.8548318,"29.865994, -96.933006",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.865994,-96.933006",
32430004309076.000,1.00 MI W OF FM 368,8320,30.0,39.9,1961,5,12,79800.0,3.78014256,94.3523583,1.25,1.05,123.8374703,"33.9657, -98.690569",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.965700,-98.690569",
